#	lambda         S/N    tar_flux   tot_noise    sc_noise   sys_noise   readnoise  dark_noise   sky_noise     mockgal
#	nm   1e-13erg/s/cm2/nm    #e          #e          #e          #e          #e          #e      1e-13erg/s/cm2/nm
     952.506   4.245E-02   4.131E-04    11.35062     0.69415    11.32937     9.79796     5.53173     1.32462    -0.00652
     952.682   4.310E-02   4.199E-04    11.34275     0.69922    11.32118     9.79796     5.53173     1.25263     0.02052
     952.858   4.342E-02   4.236E-04    11.33474     0.70155    11.31301     9.79796     5.53173     1.17650    -0.01018
     953.033   4.342E-02   4.240E-04    11.32763     0.70129    11.30590     9.79796     5.53173     1.10610    -0.00646
     953.209   4.308E-02   4.215E-04    11.32484     0.69851    11.30327     9.79796     5.53173     1.07887     0.00909
     953.384   4.247E-02   4.162E-04    11.32191     0.69345    11.30065     9.79796     5.53173     1.05104     0.01624
     953.560   4.163E-02   4.086E-04    11.31965     0.68646    11.29882     9.79796     5.53173     1.03116    -0.00305
     953.735   4.071E-02   4.003E-04    11.31887     0.67880    11.29850     9.79796     5.53173     1.02769     0.00284
     953.911   3.982E-02   3.924E-04    11.31812     0.67136    11.29819     9.79796     5.53173     1.02423     0.00985
     954.086   3.903E-02   3.852E-04    11.31722     0.66458    11.29769     9.79796     5.53173     1.01868    -0.00740
     954.262   3.835E-02   3.793E-04    11.31619     0.65880    11.29699     9.79796     5.53173     1.01097    -0.00685
     954.438   3.786E-02   3.751E-04    11.31525     0.65449    11.29630     9.79796     5.53173     1.00322     0.00230
     954.613   3.748E-02   3.720E-04    11.31638     0.65122    11.29762     9.79796     5.53173     1.01798     0.00621
     954.789   3.716E-02   3.697E-04    11.31864     0.64856    11.30005     9.79796     5.53173     1.04451    -0.00314
     954.964   3.689E-02   3.678E-04    11.32091     0.64621    11.30246     9.79796     5.53173     1.07028    -0.02834
     955.140   3.661E-02   3.658E-04    11.32310     0.64386    11.30478     9.79796     5.53173     1.09454    -0.00532
     955.315   3.630E-02   3.635E-04    11.32524     0.64121    11.30707     9.79796     5.53173     1.11799     0.01028
     955.491   3.599E-02   3.612E-04    11.32737     0.63852    11.30936     9.79796     5.53173     1.14086    -0.01014
     955.666   3.572E-02   3.591E-04    11.32506     0.63603    11.30719     9.79796     5.53173     1.11914     0.00564
     955.842   3.549E-02   3.574E-04    11.32254     0.63394    11.30478     9.79796     5.53173     1.09457     0.00418
     956.018   3.534E-02   3.565E-04    11.32058     0.63248    11.30290     9.79796     5.53173     1.07497    -0.01016
     956.193   3.523E-02   3.562E-04    11.32329     0.63163    11.30565     9.79796     5.53173     1.10355     0.00014
     956.369   3.517E-02   3.563E-04    11.32599     0.63109    11.30840     9.79796     5.53173     1.13131     0.00049
     956.544   3.512E-02   3.567E-04    11.32911     0.63081    11.31153     9.79796     5.53173     1.16222    -0.02382
     956.720   3.510E-02   3.573E-04    11.33341     0.63072    11.31585     9.79796     5.53173     1.20350    -0.00065
     956.895   3.510E-02   3.582E-04    11.33771     0.63085    11.32015     9.79796     5.53173     1.24326     0.01199
     957.071   3.512E-02   3.592E-04    11.33876     0.63107    11.32118     9.79796     5.53173     1.25268     0.01178
     957.246   3.514E-02   3.600E-04    11.33503     0.63115    11.31745     9.79796     5.53173     1.21843    -0.00948
     957.422   3.512E-02   3.604E-04    11.33130     0.63085    11.31372     9.79796     5.53173     1.18333    -0.00653
     957.598   3.503E-02   3.600E-04    11.32664     0.62989    11.30912     9.79796     5.53173     1.13846    -0.00535
     957.773   3.477E-02   3.579E-04    11.32121     0.62740    11.30382     9.79796     5.53173     1.08455     0.00230
     957.949   3.438E-02   3.544E-04    11.31574     0.62369    11.29854     9.79796     5.53173     1.02806    -0.00142
     958.124   3.388E-02   3.499E-04    11.31349     0.61913    11.29654     9.79796     5.53173     1.00588     0.01247
     958.300   3.335E-02   3.451E-04    11.31259     0.61423    11.29590     9.79796     5.53173     0.99865    -0.00169
     958.475   3.290E-02   3.411E-04    11.31172     0.61004    11.29526     9.79796     5.53173     0.99140     0.00234
     958.651   3.270E-02   3.397E-04    11.31113     0.60815    11.29477     9.79796     5.53173     0.98576     0.00066
     958.826   3.272E-02   3.407E-04    11.31067     0.60838    11.29430     9.79796     5.53173     0.98039     0.01599
     959.002   3.293E-02   3.435E-04    11.31031     0.61029    11.29383     9.79796     5.53173     0.97503     0.00297
     959.178   3.325E-02   3.476E-04    11.31026     0.61323    11.29362     9.79796     5.53173     0.97254     0.01303
     959.353   3.352E-02   3.512E-04    11.31018     0.61575    11.29341     9.79796     5.53173     0.97006    -0.00226
     959.529   3.364E-02   3.531E-04    11.31016     0.61683    11.29332     9.79796     5.53173     0.96911    -0.00124
     959.704   3.362E-02   3.536E-04    11.31074     0.61664    11.29392     9.79796     5.53173     0.97597     0.00920
     959.880   3.349E-02   3.530E-04    11.31126     0.61544    11.29450     9.79796     5.53173     0.98276    -0.00744
     960.055   3.329E-02   3.517E-04    11.31197     0.61367    11.29531     9.79796     5.53173     0.99202    -0.01947
     960.231   3.310E-02   3.504E-04    11.31316     0.61191    11.29660     9.79796     5.53173     1.00660     0.00814
     960.406   3.291E-02   3.491E-04    11.31435     0.61018    11.29789     9.79796     5.53173     1.02092    -0.00376
     960.582   3.271E-02   3.477E-04    11.31547     0.60834    11.29910     9.79796     5.53173     1.03429     0.00279
     960.758   3.248E-02   3.460E-04    11.31649     0.60627    11.30024     9.79796     5.53173     1.04664    -0.00309
     960.933   3.221E-02   3.439E-04    11.31749     0.60381    11.30137     9.79796     5.53173     1.05880    -0.00248
     961.109   3.194E-02   3.417E-04    11.31751     0.60126    11.30152     9.79796     5.53173     1.06038    -0.02245
     961.284   3.170E-02   3.398E-04    11.31693     0.59898    11.30107     9.79796     5.53173     1.05553     0.01207
     961.460   3.152E-02   3.385E-04    11.31639     0.59721    11.30062     9.79796     5.53173     1.05067    -0.01000
     961.635   3.141E-02   3.381E-04    11.31682     0.59618    11.30111     9.79796     5.53173     1.05594    -0.01133
     961.811   3.141E-02   3.388E-04    11.31759     0.59625    11.30188     9.79796     5.53173     1.06414     0.01203
     961.986   3.148E-02   3.403E-04    11.31839     0.59691    11.30264     9.79796     5.53173     1.07223    -0.00305
     962.162   3.159E-02   3.422E-04    11.31930     0.59795    11.30349     9.79796     5.53173     1.08120    -0.00909
     962.338   3.172E-02   3.444E-04    11.32022     0.59925    11.30435     9.79796     5.53173     1.09013    -0.00541
     962.513   3.188E-02   3.469E-04    11.32095     0.60079    11.30500     9.79796     5.53173     1.09681     0.00085
     962.689   3.212E-02   3.501E-04    11.31914     0.60294    11.30307     9.79796     5.53173     1.07673    -0.00079
     962.864   3.242E-02   3.541E-04    11.31737     0.60577    11.30114     9.79796     5.53173     1.05634     0.00453
     963.040   3.280E-02   3.589E-04    11.31569     0.60921    11.29928     9.79796     5.53173     1.03619    -0.01612
     963.215   3.323E-02   3.643E-04    11.31422     0.61316    11.29759     9.79796     5.53173     1.01761    -0.00964
     963.391   3.367E-02   3.699E-04    11.31276     0.61718    11.29591     9.79796     5.53173     0.99875     0.00940
     963.566   3.406E-02   3.749E-04    11.31169     0.62070    11.29465     9.79796     5.53173     0.98445     0.00724
     963.742   3.437E-02   3.792E-04    11.31129     0.62354    11.29409     9.79796     5.53173     0.97795     0.00186
     963.918   3.461E-02   3.825E-04    11.31084     0.62564    11.29352     9.79796     5.53173     0.97143    -0.01139
     964.093   3.475E-02   3.849E-04    11.31056     0.62692    11.29317     9.79796     5.53173     0.96734    -0.00754
     964.269   3.481E-02   3.864E-04    11.31043     0.62749    11.29301     9.79796     5.53173     0.96541    -0.00788
     964.444   3.484E-02   3.876E-04    11.31028     0.62772    11.29284     9.79796     5.53173     0.96349     0.00201
     964.620   3.484E-02   3.884E-04    11.31041     0.62773    11.29298     9.79796     5.53173     0.96508    -0.00154
     964.795   3.483E-02   3.891E-04    11.31068     0.62761    11.29325     9.79796     5.53173     0.96829    -0.00042
     964.971   3.480E-02   3.897E-04    11.31094     0.62740    11.29353     9.79796     5.53173     0.97147     0.00159
     965.146   3.476E-02   3.901E-04    11.31151     0.62707    11.29411     9.79796     5.53173     0.97823    -0.00304
     965.322   3.471E-02   3.904E-04    11.31212     0.62661    11.29475     9.79796     5.53173     0.98561    -0.01439
     965.498   3.464E-02   3.904E-04    11.31272     0.62600    11.29539     9.79796     5.53173     0.99290    -0.00110
     965.673   3.456E-02   3.903E-04    11.31286     0.62523    11.29557     9.79796     5.53173     0.99495    -0.01056
     965.849   3.444E-02   3.899E-04    11.31298     0.62421    11.29574     9.79796     5.53173     0.99691     0.00515
     966.024   3.430E-02   3.891E-04    11.31315     0.62289    11.29599     9.79796     5.53173     0.99963     0.00471
     966.200   3.411E-02   3.878E-04    11.31372     0.62118    11.29665     9.79796     5.53173     1.00713    -0.01753
     966.375   3.387E-02   3.860E-04    11.31426     0.61901    11.29731     9.79796     5.53173     1.01453    -0.01617
     966.551   3.356E-02   3.834E-04    11.31504     0.61626    11.29825     9.79796     5.53173     1.02491     0.00059
     966.726   3.324E-02   3.806E-04    11.31649     0.61330    11.29986     9.79796     5.53173     1.04253     0.00889
     966.902   3.292E-02   3.778E-04    11.31794     0.61042    11.30147     9.79796     5.53173     1.05978    -0.00771
     967.078   3.264E-02   3.754E-04    11.31866     0.60779    11.30233     9.79796     5.53173     1.06899    -0.00446
     967.253   3.239E-02   3.734E-04    11.31848     0.60551    11.30228     9.79796     5.53173     1.06839     0.01469
     967.429   3.218E-02   3.717E-04    11.31832     0.60347    11.30222     9.79796     5.53173     1.06779    -0.00146
     967.604   3.196E-02   3.701E-04    11.31949     0.60146    11.30350     9.79796     5.53173     1.08126    -0.01658
     967.780   3.175E-02   3.686E-04    11.32157     0.59953    11.30569     9.79796     5.53173     1.10387     0.00531
     967.955   3.156E-02   3.672E-04    11.32365     0.59777    11.30786     9.79796     5.53173     1.12593     0.00992
     968.131   3.141E-02   3.664E-04    11.32613     0.59646    11.31041     9.79796     5.53173     1.15123    -0.00790
     968.306   3.131E-02   3.661E-04    11.32874     0.59554    11.31307     9.79796     5.53173     1.17712    -0.00632
     968.482   3.121E-02   3.659E-04    11.33134     0.59468    11.31572     9.79796     5.53173     1.20234    -0.00940
     968.658   3.111E-02   3.655E-04    11.32934     0.59369    11.31377     9.79796     5.53173     1.18379    -0.00725
     968.833   3.097E-02   3.646E-04    11.32680     0.59231    11.31130     9.79796     5.53173     1.15994     0.00792
     969.009   3.078E-02   3.631E-04    11.32442     0.59041    11.30902     9.79796     5.53173     1.13747     0.01858
     969.184   3.056E-02   3.613E-04    11.32547     0.58828    11.31018     9.79796     5.53173     1.14897    -0.00109
     969.360   3.032E-02   3.594E-04    11.32650     0.58602    11.31133     9.79796     5.53173     1.16030    -0.01674
     969.535   3.008E-02   3.574E-04    11.32828     0.58372    11.31323     9.79796     5.53173     1.17865     0.01154
     969.711   2.984E-02   3.556E-04    11.33301     0.58157    11.31808     9.79796     5.53173     1.22429    -0.00284
     969.886   2.966E-02   3.544E-04    11.33774     0.57992    11.32290     9.79796     5.53173     1.26811     0.00346
     970.062   2.956E-02   3.541E-04    11.33966     0.57901    11.32487     9.79796     5.53173     1.28553    -0.00971
     970.238   2.957E-02   3.549E-04    11.33644     0.57898    11.32165     9.79796     5.53173     1.25686     0.01326
     970.413   2.968E-02   3.568E-04    11.33329     0.57994    11.31844     9.79796     5.53173     1.22764    -0.00706
     970.589   2.984E-02   3.595E-04    11.32989     0.58146    11.31496     9.79796     5.53173     1.19516    -0.00068
     970.764   2.999E-02   3.620E-04    11.32623     0.58283    11.31122     9.79796     5.53173     1.15923    -0.00058
     970.940   3.010E-02   3.641E-04    11.32256     0.58380    11.30750     9.79796     5.53173     1.12229    -0.00508
     971.115   3.014E-02   3.653E-04    11.32399     0.58417    11.30892     9.79796     5.53173     1.13649     0.01288
     971.291   3.008E-02   3.656E-04    11.32804     0.58373    11.31299     9.79796     5.53173     1.17637     0.01910
     971.466   2.999E-02   3.655E-04    11.33206     0.58294    11.31705     9.79796     5.53173     1.21477    -0.00651
     971.642   2.988E-02   3.651E-04    11.33693     0.58199    11.32198     9.79796     5.53173     1.25984     0.00235
     971.818   2.976E-02   3.647E-04    11.34198     0.58103    11.32709     9.79796     5.53173     1.30494     0.02909
     971.993   2.967E-02   3.646E-04    11.34701     0.58026    11.33217     9.79796     5.53173     1.34834     0.00260
     972.169   2.964E-02   3.649E-04    11.34462     0.57986    11.32979     9.79796     5.53173     1.32822    -0.00386
     972.344   2.963E-02   3.656E-04    11.34195     0.57972    11.32712     9.79796     5.53173     1.30527     0.00168
     972.520   2.964E-02   3.664E-04    11.33867     0.57967    11.32384     9.79796     5.53173     1.27650     0.02828
     972.695   2.964E-02   3.670E-04    11.33052     0.57951    11.31569     9.79796     5.53173     1.20199     0.01713
     972.871   2.956E-02   3.667E-04    11.32236     0.57854    11.30756     9.79796     5.53173     1.12295    -0.00964
     973.046   2.941E-02   3.655E-04    11.31596     0.57693    11.30125     9.79796     5.53173     1.05745    -0.00970
